metavar,cluster,gene,statistic,p.value,FDR
dx,0,AASDH,1,1,1
dx,0,ABCA1,1,1,1
dx,0,ABCE1,1,1,1
dx,0,ABHD12,1,1,1
dx,0,ABHD2,1,1,1
dx,0,ABHD5,1,1,1
dx,0,ABI3,2,1,1
dx,0,ABL2,1,1,1
dx,0,ABLIM3,1,1,1
dx,0,ACBD3,1,1,1
dx,0,ACBD5,1,1,1
dx,0,ACN9,1,1,1
dx,0,ACPL2,1,1,1
dx,0,ACRBP,1,1,1
dx,0,ACSS2,1,1,1
dx,0,ACTA2,3,0.5,1
dx,0,ACTB,3,0.5,1
dx,0,ACVR1B,3,0.5,1
dx,0,ACY3,1,1,1
dx,0,ADA,1,1,1
dx,0,ADAL,1,1,1
dx,0,ADAM19,0,0.5,1
dx,0,ADAMDEC1,1,1,1
dx,0,ADAP2,1,1,1
dx,0,ADCK2,1,1,1
dx,0,ADCY3,3,0.5,1
dx,0,ADIPOR2,1,1,1
dx,0,ADK,1,1,1
dx,0,ADM,3,0.5,1
dx,0,ADORA2B,0,0.5,1
dx,0,ADPRHL2,1,1,1
dx,0,ADRA2B,1,1,1
dx,0,ADRB1,1,1,1
dx,0,AGA,1,1,1
dx,0,AGBL2,3,0.5,1
dx,0,AGFG2,0,0.5,1
dx,0,AGO1,1,1,1
dx,0,AGPAT4,1,1,1
dx,0,AHI1,1,1,1
dx,0,AHSA2,1,1,1
dx,0,AIF1,3,0.5,1
dx,0,AIFM1,1,1,1
dx,0,AIFM2,1,1,1
dx,0,AK8,0,0.5,1
dx,0,AKAP11,1,1,1
dx,0,AKIRIN1,1,1,1
dx,0,AKR1B1,1,1,1
dx,0,AKR1E2,3,0.5,1
dx,0,AKT2,1,1,1
dx,0,AKT3,3,0.5,1
dx,0,ALAD,1,1,1
dx,0,ALDH1A1,1,1,1
dx,0,ALDH4A1,1,1,1
dx,0,ALDH6A1,1,1,1
dx,0,ALMS1,1,1,1
dx,0,ALOX5AP,2,1,1
dx,0,AMBRA1,1,1,1
dx,0,ANAPC7,1,1,1
dx,0,ANG,1,1,1
dx,0,ANKDD1A,1,1,1
dx,0,ANKRD22,0,0.5,1
dx,0,ANKRD26,1,1,1
dx,0,ANKRD28,1,1,1
dx,0,ANKRD32,1,1,1
dx,0,ANKRD37,1,1,1
dx,0,ANKRD46,1,1,1
dx,0,ANO10,1,1,1
dx,0,ANXA1,2,1,1
dx,0,ANXA2,2,1,1
dx,0,ANXA2R,1,1,1
dx,0,AP1S3,1,1,1
dx,0,AP3M1,1,1,1
dx,0,AP5M1,1,1,1
dx,0,APBB3,3,0.5,1
dx,0,API5,1,1,1
dx,0,APOA1,1,1,1
dx,0,APOBEC3A,1,1,1
dx,0,APOBEC3B,1,1,1
dx,0,APOBEC3C,1,1,1
dx,0,APOBEC3G,1,1,1
dx,0,APOE,1,1,1
dx,0,APOL2,1,1,1
dx,0,APOL3,1,1,1
dx,0,AQP9,1,1,1
dx,0,AREG,0,0.5,1
dx,0,ARHGAP11A,3,0.5,1
dx,0,ARHGAP22,1,1,1
dx,0,ARHGAP31,1,1,1
dx,0,ARHGAP33,1,1,1
dx,0,ARHGAP6,1,1,1
dx,0,ARHGEF37,1,1,1
dx,0,ARHGEF40,1,1,1
dx,0,ARHGEF9,1,1,1
dx,0,ARID3A,1,1,1
dx,0,ARID5A,1,1,1
dx,0,ARID5B,1,1,1
dx,0,ARL2,1,1,1
dx,0,ARL4A,1,1,1
dx,0,ARL4C,1,1,1
dx,0,ARL4D,1,1,1
dx,0,ARRDC3,1,1,1
dx,0,ASCC3,1,1,1
dx,0,ASGR2,1,1,1
dx,0,ASRGL1,1,1,1
dx,0,ATF2,3,0.5,1
dx,0,ATF3,1,1,1
dx,0,ATF5,1,1,1
dx,0,ATF7IP2,1,1,1
dx,0,ATG2B,3,0.5,1
dx,0,ATG9B,1,1,1
dx,0,ATMIN,1,1,1
dx,0,ATP10A,1,1,1
dx,0,ATP1B1,1,1,1
dx,0,ATP2B1,1,1,1
dx,0,ATP5B,1,1,1
dx,0,ATP5SL,1,1,1
dx,0,ATP8B3,1,1,1
dx,0,ATRIP,3,0.5,1
dx,0,ATXN7L1,3,0.5,1
dx,0,ATXN7L3B,1,1,1
dx,0,AVL9,1,1,1
dx,0,B2M,2,1,1
dx,0,B3GALNT1,1,1,1
dx,0,B4GALT1,0,0.5,1
dx,0,B4GALT7,1,1,1
dx,0,BAG5,1,1,1
dx,0,BAI3,3,0.5,1
dx,0,BANK1,1,1,1
dx,0,BASP1,1,1,1
dx,0,BATF,1,1,1
dx,0,BATF3,1,1,1
dx,0,BAZ2B,1,1,1
dx,0,BBX,1,1,1
dx,0,BCAS4,1,1,1
dx,0,BCL11A,1,1,1
dx,0,BCL2,0,0.5,1
dx,0,BCL2A1,1,1,1
dx,0,BCL7A,1,1,1
dx,0,BDP1,1,1,1
dx,0,BEGAIN,3,0.5,1
dx,0,BEX4,1,1,1
dx,0,BHLHE40,1,1,1
dx,0,BICC1,0,0.5,1
dx,0,BID,1,1,1
dx,0,BIRC3,1,1,1
dx,0,BLK,0,0.5,1
dx,0,BLOC1S3,1,1,1
dx,0,BLVRA,1,1,1
dx,0,BMP1,0,0.5,1
dx,0,BMP2K,3,0.5,1
dx,0,BPI,3,0.5,1
dx,0,BPNT1,1,1,1
dx,0,BRD8,1,1,1
dx,0,BRI3BP,1,1,1
dx,0,BTBD11,3,0.5,1
dx,0,BTD,1,1,1
dx,0,BTG2,2,1,1
dx,0,BTNL8,0,0.5,1
dx,0,BTNL9,1,1,1
dx,0,BYSL,1,1,1
dx,0,BZRAP1,1,1,1
dx,0,BZW2,1,1,1
dx,0,C10orf111,1,1,1
dx,0,C10orf118,1,1,1
dx,0,C10orf128,1,1,1
dx,0,C11orf21,1,1,1
dx,0,C11orf35,2,1,1
dx,0,C11orf63,2,1,1
dx,0,C12orf4,1,1,1
dx,0,C12orf45,1,1,1
dx,0,C12orf49,1,1,1
dx,0,C12orf5,1,1,1
dx,0,C12orf57,1,1,1
dx,0,C12orf65,0,0.5,1
dx,0,C14orf182,3,0.5,1
dx,0,C15orf38,1,1,1
dx,0,C15orf48,1,1,1
dx,0,C16orf54,1,1,1
dx,0,C16orf58,1,1,1
dx,0,C16orf72,1,1,1
dx,0,C17orf103,3,0.5,1
dx,0,C17orf104,2,1,1
dx,0,C17orf107,1,1,1
dx,0,C17orf51,3,0.5,1
dx,0,C17orf59,1,1,1
dx,0,C18orf8,1,1,1
dx,0,C19orf33,1,1,1
dx,0,C19orf59,3,0.5,1
dx,0,C1QA,1,1,1
dx,0,C1QB,1,1,1
dx,0,C1QBP,1,1,1
dx,0,C1QC,1,1,1
dx,0,C1orf21,1,1,1
dx,0,C1orf213,1,1,1
dx,0,C1orf35,1,1,1
dx,0,C1orf54,1,1,1
dx,0,C1orf56,0,0.5,1
dx,0,C1orf61,0,0.5,1
dx,0,C2,1,1,1
dx,0,C20orf201,1,1,1
dx,0,C22orf29,1,1,1
dx,0,C2orf27A,1,1,1
dx,0,C2orf44,1,1,1
dx,0,C2orf62,1,1,1
dx,0,C2orf88,2,1,1
dx,0,C3AR1,1,1,1
dx,0,C3orf14,1,1,1
dx,0,C4orf33,1,1,1
dx,0,C4orf46,1,1,1
dx,0,C5,1,1,1
dx,0,C5AR1,1,1,1
dx,0,C5orf45,1,1,1
dx,0,C6orf120,1,1,1
dx,0,C6orf48,1,1,1
dx,0,C8orf58,1,1,1
dx,0,C9orf47,3,0.5,1
dx,0,C9orf69,1,1,1
dx,0,C9orf9,3,0.5,1
dx,0,CABIN1,1,1,1
dx,0,CACFD1,1,1,1
dx,0,CACNA2D3,1,1,1
dx,0,CACNB4,3,0.5,1
dx,0,CALHM2,1,1,1
dx,0,CALML4,1,1,1
dx,0,CALR,1,1,1
dx,0,CAMK1,1,1,1
dx,0,CAMK1D,1,1,1
dx,0,CAMP,1,1,1
dx,0,CAND1,1,1,1
dx,0,CAPZA1,2,1,1
dx,0,CARF,1,1,1
dx,0,CASP10,1,1,1
dx,0,CASP5,1,1,1
dx,0,CATSPER1,1,1,1
dx,0,CBLL1,1,1,1
dx,0,CBLN3,0,0.5,1
dx,0,CBR4,1,1,1
dx,0,CBY1,3,0.5,1
dx,0,CCDC122,1,1,1
dx,0,CCDC13,1,1,1
dx,0,CCDC137,1,1,1
dx,0,CCDC146,1,1,1
dx,0,CCDC149,3,0.5,1
dx,0,CCDC15,1,1,1
dx,0,CCDC153,2,1,1
dx,0,CCDC167,1,1,1
dx,0,CCDC176,2,1,1
dx,0,CCDC19,1,1,1
dx,0,CCDC25,1,1,1
dx,0,CCDC41,1,1,1
dx,0,CCDC43,1,1,1
dx,0,CCDC50,1,1,1
dx,0,CCDC58,1,1,1
dx,0,CCDC62,0,0.5,1
dx,0,CCDC80,0,0.5,1
dx,0,CCDC81,1,1,1
dx,0,CCDC9,1,1,1
dx,0,CCDC91,1,1,1
dx,0,CCDC96,1,1,1
dx,0,CCL19,1,1,1
dx,0,CCL2,1,1,1
dx,0,CCL20,1,1,1
dx,0,CCL3,1,1,1
dx,0,CCL3L1,1,1,1
dx,0,CCL3L3,1,1,1
dx,0,CCL4,1,1,1
dx,0,CCL4L2,1,1,1
dx,0,CCL5,0,0.5,1
dx,0,CCNC,1,1,1
dx,0,CCND2,1,1,1
dx,0,CCNE1,1,1,1
dx,0,CCR1,2,1,1
dx,0,CCR10,1,1,1
dx,0,CCT2,1,1,1
dx,0,CD109,1,1,1
dx,0,CD14,3,0.5,1
dx,0,CD160,0,0.5,1
dx,0,CD180,1,1,1
dx,0,CD1C,1,1,1
dx,0,CD1E,1,1,1
dx,0,CD2,1,1,1
dx,0,CD200R1,1,1,1
dx,0,CD247,2,1,1
dx,0,CD2AP,1,1,1
dx,0,CD2BP2,1,1,1
dx,0,CD300A,1,1,1
dx,0,CD300C,1,1,1
dx,0,CD300LB,1,1,1
dx,0,CD302,1,1,1
dx,0,CD320,1,1,1
dx,0,CD3D,0,0.5,1
dx,0,CD3E,0,0.5,1
dx,0,CD3G,0,0.5,1
dx,0,CD40,1,1,1
dx,0,CD47,1,1,1
dx,0,CD5,3,0.5,1
dx,0,CD52,1,1,1
dx,0,CD69,1,1,1
dx,0,CD7,0,0.5,1
dx,0,CD72,1,1,1
dx,0,CD74,3,0.5,1
dx,0,CD79A,1,1,1
dx,0,CD79B,1,1,1
dx,0,CD81,1,1,1
dx,0,CD86,1,1,1
dx,0,CD9,2,1,1
dx,0,CD97,2,1,1
dx,0,CDC27,1,1,1
dx,0,CDC42BPB,1,1,1
dx,0,CDC42SE1,1,1,1
dx,0,CDCA3,3,0.5,1
dx,0,CDCA7L,1,1,1
dx,0,CDH23,1,1,1
dx,0,CDK11A,1,1,1
dx,0,CDKN1A,0,0.5,1
dx,0,CDKN1C,1,1,1
dx,0,CDKN3,1,1,1
dx,0,CDYL2,3,0.5,1
dx,0,CEACAM3,1,1,1
dx,0,CEBPD,3,0.5,1
dx,0,CEBPZ,1,1,1
dx,0,CENPBD1,3,0.5,1
dx,0,CENPJ,1,1,1
dx,0,CENPL,1,1,1
dx,0,CENPN,1,1,1
dx,0,CENPV,1,1,1
dx,0,CEP104,1,1,1
dx,0,CEP128,1,1,1
dx,0,CEP164,1,1,1
dx,0,CEP19,3,0.5,1
dx,0,CEP57,1,1,1
dx,0,CEP68,1,1,1
dx,0,CERS4,2,1,1
dx,0,CETN2,1,1,1
dx,0,CFD,2,1,1
dx,0,CHCHD10,1,1,1
dx,0,CHD8,1,1,1
dx,0,CHID1,1,1,1
dx,0,CHMP1B,1,1,1
dx,0,CHURC1,1,1,1
dx,0,CIAO1,1,1,1
dx,0,CIAPIN1,1,1,1
dx,0,CITED2,1,1,1
dx,0,CKAP2,1,1,1
dx,0,CKB,1,1,1
dx,0,CKS2,1,1,1
dx,0,CLDN5,0,0.5,1
dx,0,CLEC10A,1,1,1
dx,0,CLEC11A,1,1,1
dx,0,CLEC16A,1,1,1
dx,0,CLEC18A,1,1,1
dx,0,CLEC1A,1,1,1
dx,0,CLEC1B,3,0.5,1
dx,0,CLEC2B,1,1,1
dx,0,CLEC4D,3,0.5,1
dx,0,CLEC4E,2,1,1
dx,0,CLEC4G,1,1,1
dx,0,CLECL1,1,1,1
dx,0,CLIC3,2,1,1
dx,0,CLIP2,1,1,1
dx,0,CLPX,1,1,1
dx,0,CLSPN,1,1,1
dx,0,CLSTN3,0,0.5,1
dx,0,CLU,0,0.5,1
dx,0,CMC1,1,1,1
dx,0,CMSS1,1,1,1
dx,0,CMTM2,3,0.5,1
dx,0,CMTM3,1,1,1
dx,0,CMTM5,2,1,1
dx,0,CNGA1,1,1,1
dx,0,CNN3,0,0.5,1
dx,0,CNOT6L,1,1,1
dx,0,CNR2,1,1,1
dx,0,CNST,1,1,1
dx,0,COASY,1,1,1
dx,0,COBLL1,1,1,1
dx,0,COG7,1,1,1
dx,0,COMTD1,1,1,1
dx,0,COPZ2,1,1,1
dx,0,COQ10A,1,1,1
dx,0,COQ3,1,1,1
dx,0,COTL1,1,1,1
dx,0,COX20,1,1,1
dx,0,CPM,1,1,1
dx,0,CPVL,1,1,1
dx,0,CPXM1,3,0.5,1
dx,0,CRB1,3,0.5,1
dx,0,CREB3,1,1,1
dx,0,CREB5,1,1,1
dx,0,CREM,1,1,1
dx,0,CRIM1,0,0.5,1
dx,0,CRIP1,2,1,1
dx,0,CRIP3,1,1,1
dx,0,CSAD,1,1,1
dx,0,CSF1R,1,1,1
dx,0,CSNK1G1,1,1,1
dx,0,CSPP1,1,1,1
dx,0,CST3,1,1,1
dx,0,CST7,0,0.5,1
dx,0,CTDSPL,3,0.5,1
dx,0,CTNNB1,3,0.5,1
dx,0,CTNS,1,1,1
dx,0,CTSC,1,1,1
dx,0,CTSG,1,1,1
dx,0,CTSL,1,1,1
dx,0,CTSW,0,0.5,1
dx,0,CWC15,1,1,1
dx,0,CWC27,1,1,1
dx,0,CWF19L2,1,1,1
dx,0,CX3CR1,1,1,1
dx,0,CXCL1,0,0.5,1
dx,0,CXCL10,1,1,1
dx,0,CXCL11,0,0.5,1
dx,0,CXCL16,1,1,1
dx,0,CXCL2,1,1,1
dx,0,CXCL3,1,1,1
dx,0,CXCL5,3,0.5,1
dx,0,CXCL9,1,1,1
dx,0,CXCR4,2,1,1
dx,0,CXXC1,1,1,1
dx,0,CXXC5,1,1,1
dx,0,CXorf21,1,1,1
dx,0,CYB5D2,1,1,1
dx,0,CYCS,1,1,1
dx,0,CYP1B1,2,1,1
dx,0,CYP27A1,2,1,1
dx,0,CYP4F22,3,0.5,1
dx,0,CYP4V2,1,1,1
dx,0,CYSLTR2,1,1,1
dx,0,CYTIP,1,1,1
dx,0,DAAM1,1,1,1
dx,0,DAB2,1,1,1
dx,0,DALRD3,1,1,1
dx,0,DARS,1,1,1
dx,0,DBP,1,1,1
dx,0,DCBLD2,2,1,1
dx,0,DCST1,0,0.5,1
dx,0,DDB2,1,1,1
dx,0,DDIT4,1,1,1
dx,0,DDX1,1,1,1
dx,0,DDX11,1,1,1
dx,0,DDX23,1,1,1
dx,0,DDX3Y,1,1,1
dx,0,DDX59,1,1,1
dx,0,DDX6,1,1,1
dx,0,DECR1,1,1,1
dx,0,DEFB1,1,1,1
dx,0,DET1,1,1,1
dx,0,DFFA,1,1,1
dx,0,DHRS11,1,1,1
dx,0,DHRS7B,1,1,1
dx,0,DHRS9,1,1,1
dx,0,DHX16,1,1,1
dx,0,DHX30,1,1,1
dx,0,DHX57,1,1,1
dx,0,DHX58,0,0.5,1
dx,0,DIAPH2,1,1,1
dx,0,DKC1,1,1,1
dx,0,DMTN,2,1,1
dx,0,DNAJA4,1,1,1
dx,0,DNAJB5,1,1,1
dx,0,DNAJB9,1,1,1
dx,0,DNAJC11,1,1,1
dx,0,DNAJC12,0,0.5,1
dx,0,DNAJC13,1,1,1
dx,0,DNAL4,3,0.5,1
dx,0,DNASE2,1,1,1
dx,0,DNPH1,1,1,1
dx,0,DOC2A,1,1,1
dx,0,DPM2,1,1,1
dx,0,DRAP1,2,1,1
dx,0,DST,1,1,1
dx,0,DSTN,1,1,1
dx,0,DUOX1,0,0.5,1
dx,0,DUSP10,1,1,1
dx,0,DUSP2,1,1,1
dx,0,DUSP5,1,1,1
dx,0,DUSP6,2,1,1
dx,0,DYM,1,1,1
dx,0,DYSF,3,0.5,1
dx,0,ECT2,1,1,1
dx,0,EEA1,1,1,1
dx,0,EEF1A1,0,0.5,1
dx,0,EEF1B2,0,0.5,1
dx,0,EFCAB2,1,1,1
dx,0,EFHC1,3,0.5,1
dx,0,EGLN1,1,1,1
dx,0,EGR1,2,1,1
dx,0,EGR2,1,1,1
dx,0,EHD1,1,1,1
dx,0,EIF2A,1,1,1
dx,0,EIF2B3,1,1,1
dx,0,EIF2S1,1,1,1
dx,0,EIF3J,1,1,1
dx,0,EIF4E,1,1,1
dx,0,EIF5A2,1,1,1
dx,0,EIF5B,1,1,1
dx,0,EML4,1,1,1
dx,0,EMP1,1,1,1
dx,0,EMR2,1,1,1
dx,0,ENHO,1,1,1
dx,0,ENKUR,3,0.5,1
dx,0,EPB41L1,0,0.5,1
dx,0,EPC2,1,1,1
dx,0,EPHB6,3,0.5,1
dx,0,EPM2A,1,1,1
dx,0,EPSTI1,1,1,1
dx,0,ERC1,1,1,1
dx,0,ERCC4,1,1,1
dx,0,ERCC8,1,1,1
dx,0,EREG,1,1,1
dx,0,ERI3,1,1,1
dx,0,ERP27,3,0.5,1
dx,0,ESF1,1,1,1
dx,0,ETHE1,1,1,1
dx,0,ETS1,0,0.5,1
dx,0,ETV3,1,1,1
dx,0,ETV6,1,1,1
dx,0,ETV7,1,1,1
dx,0,EVA1C,0,0.5,1
dx,0,EVI5L,3,0.5,1
dx,0,EVL,1,1,1
dx,0,EXOC3L1,1,1,1
dx,0,EXOC4,1,1,1
dx,0,EXOSC1,1,1,1
dx,0,EZR,2,1,1
dx,0,F13A1,1,1,1
dx,0,F5,3,0.5,1
dx,0,F8,1,1,1
dx,0,FABP5,1,1,1
dx,0,FADD,1,1,1
dx,0,FADS1,1,1,1
dx,0,FAF2,1,1,1
dx,0,FAHD1,1,1,1
dx,0,FAIM,1,1,1
dx,0,FAM107B,1,1,1
dx,0,FAM122B,2,1,1
dx,0,FAM124B,1,1,1
dx,0,FAM127C,3,0.5,1
dx,0,FAM13A,2,1,1
dx,0,FAM179B,1,1,1
dx,0,FAM20A,1,1,1
dx,0,FAM210A,1,1,1
dx,0,FAM211A,0,0.5,1
dx,0,FAM213A,1,1,1
dx,0,FAM220A,1,1,1
dx,0,FAM222B,1,1,1
dx,0,FAM26F,2,1,1
dx,0,FAM27A,0,0.5,1
dx,0,FAM3D,1,1,1
dx,0,FAM50A,1,1,1
dx,0,FAM72A,1,1,1
dx,0,FAM72B,1,1,1
dx,0,FAM81A,3,0.5,1
dx,0,FAM89B,1,1,1
dx,0,FAM98C,1,1,1
dx,0,FBF1,0,0.5,1
dx,0,FBL,1,1,1
dx,0,FBN2,3,0.5,1
dx,0,FBP1,1,1,1
dx,0,FBXL8,3,0.5,1
dx,0,FBXO33,1,1,1
dx,0,FBXO36,1,1,1
dx,0,FBXO42,1,1,1
dx,0,FBXW4,3,0.5,1
dx,0,FCAR,1,1,1
dx,0,FCER1A,1,1,1
dx,0,FCER1G,3,0.5,1
dx,0,FCER2,1,1,1
dx,0,FCGR1A,1,1,1
dx,0,FCGR1B,1,1,1
dx,0,FCGR2B,1,1,1
dx,0,FCGR3A,1,1,1
dx,0,FCRL1,1,1,1
dx,0,FER,1,1,1
dx,0,FFAR3,1,1,1
dx,0,FGD2,0,0.5,1
dx,0,FGFBP2,0,0.5,1
dx,0,FGFBP3,1,1,1
dx,0,FHL3,1,1,1
dx,0,FIBCD1,1,1,1
dx,0,FIGNL1,1,1,1
dx,0,FKBP4,1,1,1
dx,0,FKBP5,1,1,1
dx,0,FKBP6,3,0.5,1
dx,0,FMN1,1,1,1
dx,0,FMNL2,1,1,1
dx,0,FOLR2,1,1,1
dx,0,FOLR3,1,1,1
dx,0,FOXJ2,1,1,1
dx,0,FOXO4,1,1,1
dx,0,FOXRED2,3,0.5,1
dx,0,FPR1,1,1,1
dx,0,FRA10AC1,1,1,1
dx,0,FRMD4B,1,1,1
dx,0,FSCN1,1,1,1
dx,0,FTH1,1,1,1
dx,0,FTL,1,1,1
dx,0,FTSJ1,1,1,1
dx,0,FUCA1,1,1,1
dx,0,FUOM,1,1,1
dx,0,FXR2,3,0.5,1
dx,0,FZD3,1,1,1
dx,0,G0S2,2,1,1
dx,0,GAD1,1,1,1
dx,0,GADD45A,1,1,1
dx,0,GADD45B,0,0.5,1
dx,0,GADD45G,1,1,1
dx,0,GALE,1,1,1
dx,0,GALR2,1,1,1
dx,0,GAPVD1,1,1,1
dx,0,GATM,1,1,1
dx,0,GBE1,1,1,1
dx,0,GBP1,1,1,1
dx,0,GBP2,1,1,1
dx,0,GBP4,1,1,1
dx,0,GBP5,1,1,1
dx,0,GBP7,1,1,1
dx,0,GCH1,1,1,1
dx,0,GCHFR,1,1,1
dx,0,GET4,1,1,1
dx,0,GFRA2,1,1,1
dx,0,GGCX,1,1,1
dx,0,GHRL,1,1,1
dx,0,GIMAP1,1,1,1
dx,0,GIMAP4,2,1,1
dx,0,GIMAP7,2,1,1
dx,0,GINS4,1,1,1
dx,0,GK,1,1,1
dx,0,GLO1,1,1,1
dx,0,GLOD4,1,1,1
dx,0,GLYR1,1,1,1
dx,0,GMNN,1,1,1
dx,0,GMPS,1,1,1
dx,0,GNE,1,1,1
dx,0,GNG11,3,0.5,1
dx,0,GNGT2,1,1,1
dx,0,GNL1,1,1,1
dx,0,GNLY,0,0.5,1
dx,0,GOLGA4,2,1,1
dx,0,GOPC,1,1,1
dx,0,GORAB,1,1,1
dx,0,GP6,3,0.5,1
dx,0,GP9,2,1,1
dx,0,GPA33,1,1,1
dx,0,GPBAR1,2,1,1
dx,0,GPHN,1,1,1
dx,0,GPI,1,1,1
dx,0,GPN1,1,1,1
dx,0,GPN3,1,1,1
dx,0,GPNMB,1,1,1
dx,0,GPR132,1,1,1
dx,0,GPR146,1,1,1
dx,0,GPR155,1,1,1
dx,0,GPR162,2,1,1
dx,0,GPR180,1,1,1
dx,0,GPR183,1,1,1
dx,0,GPR35,1,1,1
dx,0,GPR42,1,1,1
dx,0,GPRC5B,1,1,1
